raspbian-jessie.img; 32; 3; 0; 2; normal; 273; bt4; 512; 370; 33; 992,1; 2,7; 24:26; ARM

raspbian-jessie.img; 32; 3; 0; 2; normal; 273; bt4; 512; 370; 33; 1 009,1; 2,7; 24:42; ARM-THUMB

raspbian-jessie.img; 64; 3; 0; 2; normal; 64; bt4; 0; 674; 65; 980,0; 3,2; 20:35; ARM

raspbian-jessie.img; 64; 3; 0; 2; normal; 64; bt4; 0; 674; 65; 996,4; 3,1; 21:00; ARM-THUMB

raspbian-jessie.img; 64; 3; 0; 2; normal; 273; bt4; 512; 674; 65; 978,6; 2,5; 26:18; ARM

raspbian-jessie.img; 64; 3; 0; 2; normal; 273; bt4; 512; 674; 65; 995,3; 2,5; 26:39; ARM-THUMB

raspbian-jessie.img; 128; 3; 0; 2; normal; 64; bt4; 0; 1346; 129; 972,6; 3,0; 21:33; ARM

raspbian-jessie.img; 128; 3; 0; 2; normal; 64; bt4; 0; 1346; 129; 989,0; 3,0; 22:05; ARM-THUMB

raspbian-jessie.img; 128; 3; 0; 2; normal; 273; bt4; 512; 1346; 129; 971,2; 2,4; 27:25; ARM

raspbian-jessie.img; 128; 3; 0; 2; normal; 273; bt4; 512; 1346; 129; 987,7; 2,3; 28:00; ARM-THUMB

raspbian-jessie.img; 256; 3; 0; 2; normal; 64; bt4; 0; 2690; 257; 969,6; 2,8; 23:02; ARM

raspbian-jessie.img; 256; 3; 0; 2; normal; 64; bt4; 0; 2690; 257; 985,9; 2,8; 23:40; ARM-THUMB

raspbian-jessie.img; 256; 3; 0; 2; normal; 273; bt4; 512; 2690; 257; 968,2; 2,3; 29:05; ARM

raspbian-jessie.img; 256; 3; 0; 2; normal; 273; bt4; 512; 2690; 257; 984,4; 2,2; 29:43; ARM-THUMB

raspbian-jessie.img; 512; 3; 0; 2; normal; 64; bt4; 0; 5378; 513; 965,1; 2,7; 24:28; ARM

raspbian-jessie.img; 512; 3; 0; 2; normal; 64; bt4; 0; 5378; 513; 981,2; 2,6; 25:11; ARM-THUMB

